Samples    E_ads_eV    bulk_nnd_Ang    site_nnd_Ang    r_d_Ang    V_ad^2    CN    site_no    epsilon_d_eV    W_d_eV    W_eV    IP_eV    EA_eV    f_d    f_sp    PE    DOS_d_eV^(-1)    DOS_sp_eV^(-1)    Reference
OH_Co_0001_top-s    -0.245    2.504    2.464    0.76    1.34    7.0    1    -1.211    1.88    4.819    7.881    0.662    7.654    1.133    1.88    1.116    0.239    this work
OH_Co_0001_top-t    0.316    2.504    2.486    0.76    1.34    9.0    1    -1.198    2.025    4.819    7.881    0.662    7.736    1.225    1.88    1.037    0.164    this work
OH_Co_211_bridge1-t    0.106    2.509    2.496    0.76    1.34    9.5    2    -1.266    2.089    4.828    7.881    0.662    7.658    1.284    1.88    0.981    0.144    this work
OH_Co_211_bridge2-s    -0.814    2.509    2.468    0.76    1.34    7.0    2    -1.256    1.87    4.828    7.881    0.662    7.687    1.143    1.88    1.225    0.242    this work
OH_Co_211_bridge2-t    0.047    2.509    2.483    0.76    1.34    9.0    2    -1.241    2.068    4.828    7.881    0.662    7.654    1.258    1.88    0.953    0.155    this work
OH_Co_211_bridge3-s    -0.123    2.509    2.488    0.76    1.34    8.5    2    -1.274    1.99    4.828    7.881    0.662    7.677    1.227    1.88    1.118    0.188    this work
OH_Co_211_fcc-s    -0.163    2.509    2.478    0.76    1.34    8.333    3    -1.245    2.002    4.828    7.881    0.662    7.662    1.219    1.88    1.043    0.184    this work
OH_Co_211_fcc-t    0.175    2.509    2.5    0.76    1.34    9.667    3    -1.272    2.096    4.828    7.881    0.662    7.656    1.293    1.88    0.99    0.14    this work
OH_Co_211_hcp-s    -0.536    2.509    2.473    0.76    1.34    7.667    3    -1.251    1.936    4.828    7.881    0.662    7.677    1.181    1.88    1.134    0.213    this work
OH_Co_211_hcp-t    -0.033    2.509    2.492    0.76    1.34    9.333    3    -1.256    2.082    4.828    7.881    0.662    7.653    1.276    1.88    0.971    0.148    this work
OH_Co_211_top-s    -0.254    2.509    2.468    0.76    1.34    7.0    1    -1.254    1.871    4.828    7.881    0.662    7.68    1.142    1.88    1.224    0.242    this work
OH_Co_211_top-t    0.432    2.509    2.483    0.76    1.34    9.0    1    -1.239    2.068    4.828    7.881    0.662    7.651    1.258    1.88    0.953    0.155    this work
OH_Cu_211_bridge1-s    0.17    2.603    2.569    0.67    1.0    8.0    2    -2.337    1.036    4.719    7.726    1.236    9.703    1.184    1.9    0.098    0.252    10.1021/acscatal.8b04478
OH_Cu_211_bridge1-t    0.379    2.603    2.59    0.67    1.0    9.5    2    -2.427    1.125    4.719    7.726    1.236    9.695    1.264    1.9    0.104    0.231    10.1021/acscatal.8b04478
OH_Cu_211_bridge2-s    -0.286    2.603    2.556    0.67    1.0    7.0    2    -2.282    0.955    4.719    7.726    1.236    9.722    1.129    1.9    0.09    0.264    10.1021/acscatal.8b04478
OH_Cu_211_bridge2-t    0.28    2.603    2.581    0.67    1.0    9.0    2    -2.391    1.117    4.719    7.726    1.236    9.68    1.239    1.9    0.105    0.239    10.1021/acscatal.8b04478
OH_Cu_211_bridge3-s    0.181    2.603    2.577    0.67    1.0    8.5    2    -2.372    1.044    4.719    7.726    1.236    9.719    1.209    1.9    0.097    0.244    10.1021/acscatal.8b04478
OH_Cu_211_fcc-s    0.08    2.603    2.573    0.67    1.0    8.333    3    -2.355    1.063    4.719    7.726    1.236    9.692    1.202    1.9    0.1    0.247    10.1021/acscatal.8b04478
OH_Cu_211_fcc-t    0.426    2.603    2.593    0.67    1.0    9.667    3    -2.439    1.127    4.719    7.726    1.236    9.697    1.272    1.9    0.104    0.229    10.1021/acscatal.8b04478
OH_Cu_211_hcp-t    0.305    2.603    2.587    0.67    1.0    9.333    3    -2.415    1.122    4.719    7.726    1.236    9.687    1.255    1.9    0.105    0.234    10.1021/acscatal.8b04478
OH_Cu_211_top-s    0.305    2.603    2.556    0.67    1.0    7.0    1    -2.283    0.955    4.719    7.726    1.236    9.717    1.129    1.9    0.09    0.264    10.1021/acscatal.8b04478
OH_Cu_211_top-t    0.64    2.603    2.581    0.67    1.0    9.0    1    -2.39    1.117    4.719    7.726    1.236    9.681    1.238    1.9    0.105    0.239    10.1021/acscatal.8b04478
OH_Fe_210_bridge1-t    -0.461    2.476    2.497    0.8    1.59    6.0    2    -0.595    2.421    4.43    7.902    0.153    6.651    1.326    1.83    0.671    0.253    this work
OH_Fe_210_bridge2-s    -0.938    2.476    2.451    0.8    1.59    4.0    2    -0.803    2.289    4.43    7.902    0.153    6.623    1.186    1.83    0.809    0.261    this work
OH_Fe_210_bridge3-s    -0.554    2.476    2.476    0.8    1.59    5.0    2    -0.695    2.361    4.43    7.902    0.153    6.638    1.26    1.83    0.752    0.245    this work
OH_Fe_210_fcc-s    -0.689    2.476    2.478    0.8    1.59    5.333    3    -0.67    2.37    4.43    7.902    0.153    6.64    1.273    1.83    0.701    0.272    this work
OH_Fe_210_fcc-t    -0.467    2.476    2.498    0.8    1.59    6.0    3    -0.592    2.425    4.43    7.902    0.153    6.652    1.329    1.83    0.679    0.245    this work
OH_Fe_210_hcp-s    -1.034    2.476    2.465    0.8    1.59    4.667    3    -0.737    2.33    4.43    7.902    0.153    6.631    1.229    1.83    0.755    0.266    this work
OH_Fe_210_hcp-t    -0.709    2.476    2.495    0.8    1.59    6.0    3    -0.598    2.418    4.43    7.902    0.153    6.65    1.323    1.83    0.663    0.261    this work
OH_Fe_210_top-s    -0.444    2.476    2.451    0.8    1.59    4.0    1    -0.804    2.29    4.43    7.902    0.153    6.623    1.185    1.83    0.809    0.261    this work
OH_Fe_210_top-t    -0.163    2.476    2.492    0.8    1.59    6.0    1    -0.604    2.411    4.43    7.902    0.153    6.648    1.317    1.83    0.647    0.278    this work
OH_Ir_211_bridge1-s    0.356    2.753    2.707    1.08    4.45    8.0    2    -1.868    2.558    5.489    9.121    1.564    7.742    1.262    2.2    1.401    0.19    10.1021/acscatal.8b04478
OH_Ir_211_bridge1-t    0.724    2.753    2.735    1.08    4.45    9.5    2    -2.007    2.705    5.489    9.121    1.564    7.695    1.32    2.2    1.299    0.11    10.1021/acscatal.8b04478
OH_Ir_211_bridge2-s    -0.496    2.753    2.699    1.08    4.45    7.0    2    -1.706    2.442    5.489    9.121    1.564    7.8    1.214    2.2    1.538    0.258    10.1021/acscatal.8b04478
OH_Ir_211_bridge2-t    0.562    2.753    2.715    1.08    4.45    9.0    2    -2.027    2.683    5.489    9.121    1.564    7.682    1.31    2.2    1.263    0.122    10.1021/acscatal.8b04478
OH_Ir_211_bridge3-s    0.189    2.753    2.727    1.08    4.45    8.5    2    -1.848    2.58    5.489    9.121    1.564    7.754    1.273    2.2    1.436    0.178    10.1021/acscatal.8b04478
OH_Ir_211_fcc-s    0.657    2.753    2.709    1.08    4.45    8.333    3    -1.919    2.605    5.489    9.121    1.564    7.721    1.278    2.2    1.354    0.167    10.1021/acscatal.8b04478
OH_Ir_211_hcp-t    1.147    2.753    2.728    1.08    4.45    9.333    3    -2.013    2.697    5.489    9.121    1.564    7.69    1.316    2.2    1.287    0.114    10.1021/acscatal.8b04478
OH_Ir_211_top-s    -0.126    2.753    2.699    1.08    4.45    7.0    1    -1.703    2.45    5.489    9.121    1.564    7.799    1.214    2.2    1.537    0.258    10.1021/acscatal.8b04478
OH_Ir_211_top-t    0.506    2.753    2.715    1.08    4.45    9.0    1    -2.027    2.683    5.489    9.121    1.564    7.68    1.31    2.2    1.263    0.122    10.1021/acscatal.8b04478
OH_IrRu_211_bridge1-s-1    0.019    2.737    2.695    1.065    4.16    8.0    2    -1.566    2.329    5.53    8.241    1.305    7.375    1.051    2.2    1.676    0.257    10.1021/acscatal.8b04478
OH_IrRu_211_bridge1-s-2    0.187    2.737    2.694    1.08    4.45    8.0    2    -1.819    2.422    5.53    9.121    1.564    7.674    1.196    2.2    1.452    0.281    10.1021/acscatal.8b04478
OH_IrRu_211_bridge1-s-3    0.098    2.737    2.699    1.065    4.16    8.0    2    -1.576    2.345    5.53    8.241    1.305    7.342    1.06    2.2    1.671    0.213    10.1021/acscatal.8b04478
OH_IrRu_211_bridge1-s-4    -0.026    2.737    2.7    1.05    3.87    8.0    2    -1.322    2.252    5.53    7.361    1.046    7.043    0.916    2.2    1.895    0.19    10.1021/acscatal.8b04478
OH_IrRu_211_bridge1-t-1    0.272    2.737    2.723    1.05    3.87    9.5    2    -1.43    2.39    5.53    7.361    1.046    7.036    0.983    2.2    1.624    0.113    10.1021/acscatal.8b04478
OH_IrRu_211_bridge1-t-2    0.397    2.737    2.722    1.065    4.16    9.5    2    -1.683    2.483    5.53    8.241    1.305    7.336    1.127    2.2    1.4    0.136    10.1021/acscatal.8b04478
OH_IrRu_211_bridge1-t-3    0.59    2.737    2.717    1.08    4.45    9.5    2    -1.956    2.568    5.53    9.121    1.564    7.618    1.264    2.2    1.183    0.151    10.1021/acscatal.8b04478
OH_IrRu_211_bridge1-t-4    0.441    2.737    2.718    1.065    4.16    9.5    2    -1.703    2.475    5.53    8.241    1.305    7.319    1.12    2.2    1.407    0.128    10.1021/acscatal.8b04478
OH_IrRu_211_bridge2-s-1    -0.707    2.737    2.689    1.065    4.16    7.0    2    -1.446    2.214    5.53    8.241    1.305    7.398    1.005    2.2    1.807    0.322    10.1021/acscatal.8b04478
OH_IrRu_211_bridge2-s-2    -0.635    2.737    2.689    1.065    4.16    7.0    2    -1.446    2.214    5.53    8.241    1.305    7.398    1.005    2.2    1.807    0.322    10.1021/acscatal.8b04478
OH_IrRu_211_bridge2-t-1    0.265    2.737    2.704    1.065    4.16    9.0    2    -1.695    2.46    5.53    8.241    1.305    7.319    1.106    2.2    1.54    0.149    10.1021/acscatal.8b04478
OH_IrRu_211_bridge2-t-2    0.126    2.737    2.704    1.065    4.16    9.0    2    -1.695    2.46    5.53    8.241    1.305    7.319    1.106    2.2    1.54    0.149    10.1021/acscatal.8b04478
OH_IrRu_211_bridge3-s-1    -0.059    2.737    2.712    1.065    4.16    8.5    2    -1.554    2.353    5.53    8.241    1.305    7.392    1.072    2.2    1.535    0.245    10.1021/acscatal.8b04478
OH_IrRu_211_bridge3-s-2    0.058    2.737    2.712    1.065    4.16    8.5    2    -1.583    2.36    5.53    8.241    1.305    7.342    1.073    2.2    1.538    0.192    10.1021/acscatal.8b04478
OH_IrRu_211_fcc-s-1    0.349    2.737    2.698    1.07    4.257    8.333    3    -1.694    2.404    5.53    8.534    1.391    7.456    1.118    2.2    1.556    0.229    10.1021/acscatal.8b04478
OH_IrRu_211_fcc-s-2    0.134    2.737    2.701    1.06    4.063    8.333    3    -1.531    2.352    5.53    7.948    1.219    7.234    1.027    2.2    1.702    0.184    10.1021/acscatal.8b04478
OH_IrRu_211_hcp-t-1    0.466    2.737    2.716    1.06    4.063    9.333    3    -1.603    2.444    5.53    7.948    1.219    7.23    1.072    2.2    1.521    0.133    10.1021/acscatal.8b04478
OH_IrRu_211_top-s-1    -0.319    2.737    2.685    1.08    4.45    7.0    1    -1.69    2.292    5.53    9.121    1.564    7.731    1.141    2.2    1.587    0.389    10.1021/acscatal.8b04478
OH_IrRu_211_top-s-2    -0.151    2.737    2.694    1.05    3.87    7.0    1    -1.203    2.137    5.53    7.361    1.046    7.066    0.87    2.2    2.026    0.254    10.1021/acscatal.8b04478
OH_Ni_211_bridge1-s    0.028    2.502    2.473    0.71    1.16    8.0    2    -1.224    1.729    4.945    7.64    1.157    8.833    1.21    1.91    1.88    0.182    10.1021/acscatal.8b04478
OH_Ni_211_bridge1-t    0.3    2.502    2.493    0.71    1.16    9.5    2    -1.291    1.852    4.945    7.64    1.157    8.792    1.3    1.91    1.809    0.132    10.1021/acscatal.8b04478
OH_Ni_211_bridge2-s    -0.646    2.502    2.464    0.71    1.16    7.0    2    -1.158    1.645    4.945    7.64    1.157    8.86    1.141    1.91    1.873    0.218    10.1021/acscatal.8b04478
OH_Ni_211_bridge2-t    0.167    2.502    2.482    0.71    1.16    9.0    2    -1.277    1.81    4.945    7.64    1.157    8.802    1.277    1.91    1.91    0.145    10.1021/acscatal.8b04478
OH_Ni_211_bridge3-s    0.036    2.502    2.484    0.71    1.16    8.5    2    -1.231    1.769    4.945    7.64    1.157    8.821    1.232    1.91    1.786    0.169    10.1021/acscatal.8b04478
OH_Ni_211_fcc-s    -0.045    2.502    2.476    0.71    1.16    8.333    3    -1.236    1.755    4.945    7.64    1.157    8.821    1.231    1.91    1.903    0.169    10.1021/acscatal.8b04478
OH_Ni_211_hcp-t    0.275    2.502    2.489    0.71    1.16    9.333    3    -1.28    1.837    4.945    7.64    1.157    8.791    1.292    1.91    1.847    0.136    10.1021/acscatal.8b04478
OH_Ni_211_top-s    0.038    2.502    2.464    0.71    1.16    7.0    1    -1.152    1.645    4.945    7.64    1.157    8.858    1.14    1.91    1.888    0.218    10.1021/acscatal.8b04478
OH_Ni_211_top-t    0.526    2.502    2.482    0.71    1.16    9.0    1    -1.27    1.809    4.945    7.64    1.157    8.801    1.275    1.91    1.917    0.145    10.1021/acscatal.8b04478
OH_Pd_211_bridge1-s    0.586    2.819    2.799    0.94    2.78    8.0    2    -1.567    1.308    5.21    8.337    0.562    9.312    0.727    2.2    2.244    0.137    10.1021/acscatal.8b04478
OH_Pd_211_bridge1-t    0.8    2.819    2.817    0.94    2.78    9.5    2    -1.692    1.401    5.21    8.337    0.562    9.272    0.796    2.2    2.219    0.118    10.1021/acscatal.8b04478
OH_Pd_211_bridge2-s    0.209    2.819    2.79    0.94    2.78    7.0    2    -1.5    1.244    5.21    8.337    0.562    9.334    0.682    2.2    2.15    0.15    10.1021/acscatal.8b04478
OH_Pd_211_bridge2-t    0.621    2.819    2.809    0.94    2.78    9.0    2    -1.635    1.372    5.21    8.337    0.562    9.288    0.773    2.2    2.33    0.125    10.1021/acscatal.8b04478
OH_Pd_211_bridge3-s    0.579    2.819    2.808    0.94    2.78    8.5    2    -1.625    1.337    5.21    8.337    0.562    9.294    0.75    2.2    2.128    0.13    10.1021/acscatal.8b04478
OH_Pd_211_fcc-s    0.599    2.819    2.803    0.94    2.78    8.333    3    -1.59    1.329    5.21    8.337    0.562    9.303    0.743    2.2    2.269    0.133    10.1021/acscatal.8b04478
OH_Pd_211_fcc-t    0.971    2.819    2.82    0.94    2.78    9.667    3    -1.715    1.405    5.21    8.337    0.562    9.265    0.804    2.2    2.178    0.115    10.1021/acscatal.8b04478
OH_Pd_211_hcp-t    0.954    2.819    2.814    0.94    2.78    9.333    3    -1.677    1.386    5.21    8.337    0.562    9.276    0.789    2.2    2.252    0.12    10.1021/acscatal.8b04478
OH_Pd_211_top-s    0.693    2.819    2.79    0.94    2.78    7.0    1    -1.501    1.244    5.21    8.337    0.562    9.334    0.683    2.2    2.147    0.15    10.1021/acscatal.8b04478
OH_Pd_211_top-t    0.821    2.819    2.809    0.94    2.78    9.0    1    -1.635    1.372    5.21    8.337    0.562    9.286    0.773    2.2    2.325    0.125    10.1021/acscatal.8b04478
OH_Pd@Ir_211_bridge1-s-2    0.234    2.753    2.709    1.08    4.45    8.0    2    -1.828    2.519    5.462    9.121    1.564    7.745    1.248    2.2    1.515    0.202    10.1021/acscatal.8b04478
OH_Pd@Ir_211_bridge1-s-3    0.367    2.753    2.7    1.08    4.45    8.0    2    -1.851    2.611    5.462    9.121    1.564    7.727    1.25    2.2    1.483    0.191    10.1021/acscatal.8b04478
OH_Pd@Ir_211_bridge1-t-1    0.646    2.753    2.735    1.08    4.45    9.5    2    -1.956    2.667    5.462    9.121    1.564    7.7    1.302    2.2    1.371    0.125    10.1021/acscatal.8b04478
OH_Pd@Ir_211_bridge1-t-2    0.712    2.753    2.739    1.08    4.45    9.5    2    -1.975    2.671    5.462    9.121    1.564    7.689    1.31    2.2    1.336    0.122    10.1021/acscatal.8b04478
OH_Pd@Ir_211_bridge1-t-3    0.726    2.753    2.731    1.08    4.45    9.5    2    -1.998    2.763    5.462    9.121    1.564    7.672    1.312    2.2    1.303    0.111    10.1021/acscatal.8b04478
OH_Pd@Ir_211_bridge2-s-1    -0.326    2.753    2.742    1.01    3.615    7.0    2    -1.915    2.013    5.462    8.729    1.063    8.502    1.017    2.2    1.179    0.218    10.1021/acscatal.8b04478
OH_Pd@Ir_211_bridge2-s-2    -0.467    2.753    2.692    1.08    4.45    7.0    2    -1.717    2.428    5.462    9.121    1.564    7.798    1.203    2.2    1.659    0.262    10.1021/acscatal.8b04478
OH_Pd@Ir_211_bridge2-t-1    0.351    2.753    2.725    1.08    4.45    9.0    2    -1.939    2.61    5.462    9.121    1.564    7.691    1.293    2.2    1.372    0.142    10.1021/acscatal.8b04478
OH_Pd@Ir_211_bridge2-t-2    0.478    2.753    2.717    1.08    4.45    9.0    2    -1.963    2.702    5.462    9.121    1.564    7.673    1.294    2.2    1.339    0.131    10.1021/acscatal.8b04478
OH_Pd@Ir_211_bridge3-s-1    0.465    2.753    2.769    1.01    3.615    8.5    2    -2.044    2.161    5.462    8.729    1.063    8.458    1.072    2.2    1.035    0.14    10.1021/acscatal.8b04478
OH_Pd@Ir_211_bridge3-s-2    0.155    2.753    2.723    1.08    4.45    8.5    2    -1.863    2.581    5.462    9.121    1.564    7.743    1.265    2.2    1.479    0.182    10.1021/acscatal.8b04478
OH_Pd@Ir_211_fcc-s-2    0.58    2.753    2.708    1.08    4.45    8.333    3    -1.881    2.611    5.462    9.121    1.564    7.715    1.264    2.2    1.446    0.175    10.1021/acscatal.8b04478
OH_Pd@Ir_211_hcp-t-2    1.105    2.753    2.729    1.08    4.45    9.333    3    -1.978    2.712    5.462    9.121    1.564    7.678    1.305    2.2    1.326    0.121    10.1021/acscatal.8b04478
OH_Pd@Ir_211_top-s-1    0.801    2.753    2.792    0.94    2.78    7.0    1    -2.114    1.598    5.462    8.337    0.562    9.205    0.831    2.2    0.699    0.173    10.1021/acscatal.8b04478
OH_Pd@Ir_211_top-s-2    -0.189    2.753    2.692    1.08    4.45    7.0    1    -1.717    2.428    5.462    9.121    1.564    7.798    1.203    2.2    1.659    0.262    10.1021/acscatal.8b04478
OH_Pd@Ir_211_top-t-1    0.391    2.753    2.725    1.08    4.45    9.0    1    -1.939    2.61    5.462    9.121    1.564    7.691    1.293    2.2    1.372    0.142    10.1021/acscatal.8b04478
OH_Pd@Ir_211_top-t-2    0.509    2.753    2.708    1.08    4.45    9.0    1    -1.986    2.793    5.462    9.121    1.564    7.656    1.296    2.2    1.307    0.12    10.1021/acscatal.8b04478
OH_Pt_211_bridge1-s    0.774    2.838    2.801    1.04    3.9    8.0    2    -1.966    1.975    5.75    8.959    2.125    8.792    1.149    2.28    1.753    0.153    10.1021/acscatal.8b04478
OH_Pt_211_bridge2-s    0.164    2.838    2.781    1.04    3.9    7.0    2    -1.895    1.891    5.75    8.959    2.125    8.812    1.101    2.28    1.72    0.176    10.1021/acscatal.8b04478
